uses	url	alt_text
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Ensemble_Bagging.svg/960px-Ensemble_Bagging.svg	Bagging
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Ensemble_Boosting.svg/960px-Ensemble_Boosting.svg	Boosting
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Anscombe%27s_quartet_3.svg/960px-Anscombe%27s_quartet_3.svg	Anscombe's Quartet
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Linearly_separable_red-blue_cropped_.svg/960px-Linearly_separable_red-blue_cropped_.svg	Linear Seprarability
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Box-Plot_mit_Min-Max_Abstand.png/960px-Box-Plot_mit_Min-Max_Abstand.png	Uncapped boxplot
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Box-Plot_mit_Interquartilsabstand.png/960px-Box-Plot_mit_Interquartilsabstand.png	Capped boxplot with outliers
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Coefficient_of_Determination.svg/960px-Coefficient_of_Determination.svg	$R^2 = 1 - \frac{\color{blue}{SS_\text{res}}}{\color{red}{SS_\text{tot}}}$
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/TTY33ASR.jpg/960px-TTY33ASR.jpg	Teletype
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/DEC_VT100_terminal_transparent.png/960px-DEC_VT100_terminal_transparent.png	Computer Terminal
1	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Turing_Machine_Model_Davey_2012.jpg/960px-Turing_Machine_Model_Davey_2012.jpg	Example machine
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Turing_machine_from_Boolos_and_Jeffrey.JPG/960px-Turing_machine_from_Boolos_and_Jeffrey.JPG	Alternate representation
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Sistema_hipertextual.jpg/960px-Sistema_hipertextual.jpg	Hyperlinked documents
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Pair32mbEDO-DRAMdimms.jpg/960px-Pair32mbEDO-DRAMdimms.jpg	DRAM
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/HDD_Startup_and_Shutdown.webm/960px-HDD_Startup_and_Shutdown.webm	HDD in Operation
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Intel_525_mSATA_SSD.jpg/960px-Intel_525_mSATA_SSD.jpg	mSATA SSD
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/SSD_Samsung_960_PRO_512GB_-_front_and_back_-_2018-05-27.jpg/960px-SSD_Samsung_960_PRO_512GB_-_front_and_back_-_2018-05-27.jpg	NVMe SSD
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/NAMA_Machine_d%27Anticyth%C3%A8re_1.jpg/960px-NAMA_Machine_d%27Anticyth%C3%A8re_1.jpg	Antikythera mechanism
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Antikythera_model_front_panel_Mogi_Vicentini_2007.JPG/960px-Antikythera_model_front_panel_Mogi_Vicentini_2007.JPG	Model
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Bp_station_zanesville_ohio.jpg/960px-Bp_station_zanesville_ohio.jpg	A gas station
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Title_page_William_Shakespeare%27s_First_Folio_1623.jpg/960px-Title_page_William_Shakespeare%27s_First_Folio_1623.jpg	Book
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/IntelligentAgent-SimpleReflex.png/960px-IntelligentAgent-SimpleReflex.png	Agent environment diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Digesting_Duck.jpg/960px-Digesting_Duck.jpg	Vaucanson's duck
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Artificial_neuron_structure.svg/960px-Artificial_neuron_structure.svg	Artificial Neuron
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/BackwardChaining_David_C_England_1990_p21.gif/960px-BackwardChaining_David_C_England_1990_p21.gif	Backward chaining
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/ELIZA_conversation.png/960px-ELIZA_conversation.png	ELIZA
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Dijkstra_Animation.gif/960px-Dijkstra_Animation.gif	Dijkstra's Algorithm
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Astar_progress_animation.gif/960px-Astar_progress_animation.gif	A* with admissible heuristic
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Weighted_A_star_with_eps_5.gif/960px-Weighted_A_star_with_eps_5.gif	A* with inadmissible heuristic
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Maze_simple.svg/960px-Maze_simple.svg	Maze
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Shortest_path_with_direct_weights.svg/960px-Shortest_path_with_direct_weights.svg	Shortest Path From A to F
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Minimax.svg/960px-Minimax.svg	Minimax tree example
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/AB_pruning.svg/960px-AB_pruning.svg	Alpha-beta Pruning
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Fineart_vs_Golaxy.gif/960px-Fineart_vs_Golaxy.gif	Example Go Game
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/LeNet-5_architecture.svg/960px-LeNet-5_architecture.svg	LeNet Architecture
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/AlexNet_Original_block_diagram.svg/960px-AlexNet_Original_block_diagram.svg	AlexNet Architecture
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/ResBlock.png/960px-ResBlock.png	ResNet Block
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Transformer%2C_full_architecture.png/960px-Transformer%2C_full_architecture.png	Transformer Block
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Perseverance_Landing_Skycrane.jpg/960px-Perseverance_Landing_Skycrane.jpg	Landing
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Diagram_of_the_perseverance_rover-instruments.jpg/960px-Diagram_of_the_perseverance_rover-instruments.jpg	Rover equipment
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Perseverance%27s_First_Full-Color_Look_at_Mars.png/960px-Perseverance%27s_First_Full-Color_Look_at_Mars.png	First color image from surface
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Animation_of_Mars_2020%27s_trajectory_around_Sun.gif/960px-Animation_of_Mars_2020%27s_trajectory_around_Sun.gif	Mars flight path
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/MarsPerseveranceRover-Location-20210218.jpg/960px-MarsPerseveranceRover-Location-20210218.jpg	Jezero crater
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Datamodel_in_Wikidata.svg/960px-Datamodel_in_Wikidata.svg	Data Model
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Dice_Distribution_%28bar%29.svg/960px-Dice_Distribution_%28bar%29.svg	Two Dice Probabilities
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Conditional_probability.svg/960px-Conditional_probability.svg	Euler diagram of probabilities
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Pumping-Lemma_xyz_svg.svg/960px-Pumping-Lemma_xyz_svg.svg	Pumping Lemma for Regular Languages
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Bottom-up_Parse_Tree_Order.svg/960px-Bottom-up_Parse_Tree_Order.svg	Bottom-up parse
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Turing_test_diagram.png/960px-Turing_test_diagram.png	Turing Test
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vector_from_A_to_B.svg/960px-Vector_from_A_to_B.svg	Vector from A to B
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/3D_Vector.svg/960px-3D_Vector.svg	Vector Components
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/3d_two_bases_same_vector.svg/960px-3d_two_bases_same_vector.svg	Change of Basis
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Vector_addition.svg/960px-Vector_addition.svg	Vector Addition
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Scalar_multiplication_by_r%3D3.svg/960px-Scalar_multiplication_by_r%3D3.svg	Scalar multiplication
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/SpaCy_logo.svg/960px-SpaCy_logo.svg	spaCy
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/MnistExamples.png/960px-MnistExamples.png	MNIST Sample
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Computer_vision_sample_in_Sim%C3%B3n_Bolivar_Avenue%2C_Quito.jpg/960px-Computer_vision_sample_in_Sim%C3%B3n_Bolivar_Avenue%2C_Quito.jpg	Object Detection
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/DALL-E_sample.png/960px-DALL-E_sample.png	giraffe dragon chimera
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Heaviside.png/960px-Heaviside.png	Heaviside function
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Gradient_descent.svg/960px-Gradient_descent.svg	Gradient descent in 2 dimension
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Conceptual_Diagram_-_Example.svg/960px-Conceptual_Diagram_-_Example.svg	Example
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Tic-tac-toe-game-1.svg/960px-Tic-tac-toe-game-1.svg	Move sequence
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Transistor_Simple_Circuit_Diagram_with_NPN_Labels.svg/960px-Transistor_Simple_Circuit_Diagram_with_NPN_Labels.svg	BJT Transistor
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/NOT_ANSI_Labelled.svg/960px-NOT_ANSI_Labelled.svg	Not Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/AND_ANSI_Labelled.svg/960px-AND_ANSI_Labelled.svg	And Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/OR_ANSI_Labelled.svg/960px-OR_ANSI_Labelled.svg	Or Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/NOR_ANSI_Labelled.svg/960px-NOR_ANSI_Labelled.svg	Nor Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/NAND_ANSI_Labelled.svg/960px-NAND_ANSI_Labelled.svg	Nand Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/TexasInstruments_7400_chip%2C_view_and_element_placement.jpg/960px-TexasInstruments_7400_chip%2C_view_and_element_placement.jpg	7400 Series Quad Nand Gate
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/ASCII_Code_Chart.svg/960px-ASCII_Code_Chart.svg	ASCII Code Chart
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Binary_counter.gif/960px-Binary_counter.gif	Counting to 31 in binary
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Odometer_rollover.jpg/960px-Odometer_rollover.jpg	Odometer Overflow
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Big-Endian.svg/960px-Big-Endian.svg	Big Endian
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Little-Endian.svg/960px-Little-Endian.svg	Little Endian
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Mips32_addi.svg/960px-Mips32_addi.svg	MIPS addi instruction
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Pipeline%2C_4_stage.svg/960px-Pipeline%2C_4_stage.svg	Full pipeline
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Pipeline%2C_4_stage_with_bubble.svg/960px-Pipeline%2C_4_stage_with_bubble.svg	Pipeline stall addressed with bubble
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Data_Forwarding_%28Two_Stage%29.svg/960px-Data_Forwarding_%28Two_Stage%29.svg	Bubble insertion
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Micro-operations.svg/960px-Micro-operations.svg	micro-ops
1	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Moore%27s_Law_Transistor_Count_1970-2020.png/960px-Moore%27s_Law_Transistor_Count_1970-2020.png	Moore's Law
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/KL_CoreMemory.jpg/960px-KL_CoreMemory.jpg	Core Memory
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/StorageTek_Powderhorn_tape_library.jpg/960px-StorageTek_Powderhorn_tape_library.jpg	Tape library for nearline storage
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/ST_Microelectronics_M27C256B_%282006%29.jpg/960px-ST_Microelectronics_M27C256B_%282006%29.jpg	UV erasable EPROM
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Separate_unified.png/960px-Separate_unified.png	CPU Memories
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Virtual_address_space_and_physical_address_space_relationship.svg/960px-Virtual_address_space_and_physical_address_space_relationship.svg	Page mapping
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Translation_Lookaside_Buffer.png/960px-Translation_Lookaside_Buffer.png	TLB Mapping Pages to Frames
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Stack_Overflow_3.png/960px-Stack_Overflow_3.png	Stack
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Stack_Overflow_4.png/960px-Stack_Overflow_4.png	Buffer Overflow Setting Return Address
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Shared_private.png/960px-Shared_private.png	Cache Hierarchy
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Direct-Mapped_Cache_Snehal_Img.png/960px-Direct-Mapped_Cache_Snehal_Img.png	Direct Mapped
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Fully-Associative_Cache_Snehal_Img.png/960px-Fully-Associative_Cache_Snehal_Img.png	Fully Associative
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Set-Associative_Cache_Snehal_Img.png/960px-Set-Associative_Cache_Snehal_Img.png	Set Associative
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cache%2Chierarchy-example.svg/960px-Cache%2Chierarchy-example.svg	AMD K8
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Rs232_oscilloscope_trace.svg/960px-Rs232_oscilloscope_trace.svg	"ASCII ""K"" in RS232"
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Parallel_port_pinouts.svg/960px-Parallel_port_pinouts.svg	Parallel port pinout
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Matrix_multiplication_diagram_2.svg/960px-Matrix_multiplication_diagram_2.svg	Matrix multiplication diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/PCI-E_%26_PCI_slots_on_DFI_LanParty_nF4_SLI-DR_20050531.jpg/960px-PCI-E_%26_PCI_slots_on_DFI_LanParty_nF4_SLI-DR_20050531.jpg	PCI Express slots
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Th%C3%A9%C3%A2tre_d%27Op%C3%A9ra_Spatial.webp/960px-Th%C3%A9%C3%A2tre_d%27Op%C3%A9ra_Spatial.webp	Théâtre d'Opéra Spatial
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/The-Transformer-model-architecture.png/960px-The-Transformer-model-architecture.png	Transformer Architecture
